participant_id;age;int_partner_join;auc;video_quality_mean;video_quality_sd;n
21;4;0;0,609384661718775;0,608308536306461;0,0244041554284086;1749
21;4;1;0,622081104627116;0,612264213317619;0,0205148197007359;1697
21;4;2;0,830751052538737;0,612065156784741;0,0128307642222270;1835
21;8;0;0,645634413095783;0,590083066635774;0,0563980420001082;1079
21;8;1;0,535334387446515;0,602630565339233;0,0516196728796277;1356
21;8;2;0,734462945450571;0,615125846332046;0,0620770900389952;1036
22;4;0;0,737420337671565;0,602921839824465;0,0303155053649509;1823
22;4;1;0,826980009088783;0,616157562831858;0,0258994548081660;1808
23;4;0;0,706526116695608;0,607340424917492;0,0306053698604553;1212
23;4;1;0,666766032228520;0,612370383171706;0,0247797817265821;1753
23;4;2;0,618509581251576;0,601205152735230;0,0207672084569260;1828
24;4;1;0,744323196540237;0,627608297729790;0,0247723978809850;1806
24;4;2;0,818882467338395;0,628583087458380;0,0283664914716725;1802
24;8;0;0,721181088419313;0,535465382164634;0,0275316883700763;656
24;8;1;0,548034067699886;0,535548958528428;0,0212016170631042;1196
25;4;0;0,723861271441526;0,596260013340684;0,0505108612493239;1814
25;4;2;0,763270101866727;0,607221482461185;0,0467321707700263;1739
25;8;1;0,595587068060377;0,643529000630694;0,0521722764880437;1427
27;4;2;0,678288487443573;0,687559977922784;0,0310951676141314;1839
27;8;1;0,785603296871791;0,697854500658256;0,0401597678248584;1823
27;8;2;0,808903480988025;0,715209531192130;0,0355418123444738;1728
28;4;0;0,736307221374651;0,619050344342291;0,0411771490727169;1414
28;4;1;0,759890758593651;0,631617703069926;0,0362530122337561;1759
29;8;0;0,652979134939278;0,563215083155300;0,0508521184626478;1217
29;8;1;0,808266078344595;0,548879960642093;0,0335396964656926;841
29;8;2;0,692821060466320;0,531526807585335;0,0298999120433141;791
30;4;2;0,818779010451791;0,615639775501114;0,0300247502399411;1796
30;8;0;0,836321530120221;0,597266629763961;0,0407156199208458;1737
31;4;0;0,790609484428008;0,666988127850163;0,0226566826891596;1842
31;4;1;0,741882354435415;0,658136225876461;0,0254964031764715;1797
31;8;0;0,708979080922036;0,591986176956522;0,0572254668450332;1380
31;8;2;0,680328374373495;0,573283225579937;0,0540433595298850;1595
32;8;1;0,664889898145253;0,631192496380619;0,0444074550774328;1713
32;8;2;0,518838135937463;0,619770092051140;0,0470134790102372;1799
33;4;0;0,906447698904545;0,612683644394213;0,0272608420596713;1106
33;4;1;0,625339818767835;0,615443317161017;0,0481583258758946;1416
33;8;0;0,868670330400448;0,559756632692308;0,0344778364379250;624
33;8;1;0,634660547245090;0,597532881877445;0,0531777889341411;1534
34;4;1;0,630224005440729;0,649204131364903;0,0243034572386529;1795
34;8;0;0,858951834267679;0,629306539516129;0,0335962203977145;868
35;4;0;0,710204747358155;0,576164141826135;0,0144172018794663;1829
35;4;1;0,912454944593287;0,623358873115981;0,0245631467245840;1871
35;4;2;0,801242568811066;0,613510730808081;0,0260860782793334;1782
35;8;0;0,761498525105503;0,583253580306346;0,0516275510716828;1371
35;8;1;0,667857532902269;0,611251933689503;0,0488536374588273;1591
35;8;2;0,679153244692049;0,608381384951456;0,0355533718580922;1648
36;4;0;0,797476389525620;0,622932710998878;0,0264627652980239;1782
36;4;1;0,802919447384907;0,600684729821261;0,0212108801714859;2126
36;8;0;0,875735526740312;0,642089317226891;0,0614710303289178;1666
36;8;2;0,718792180164319;0,636794188405797;0,0615151202659451;1380
37;4;0;0,725658890240147;0,625061117212660;0,0240229095479950;1801
37;8;1;0,606515806424273;0,598197729230769;0,0744414195481693;455
37;8;2;0,870012714983604;0,601475377684887;0,0430037291021300;1555
38;4;1;0,899341675707785;0,578230079239590;0,0392346073087036;1657
38;4;2;0,547862392682410;0,568899066219239;0,0328722614636597;1341
38;8;0;0,560693189131827;0,574242766370370;0,0517598569372534;675
38;8;1;0,764711213322729;0,552627853511948;0,0422450881285575;1381
39;4;0;0,650909192917803;0,603343648023256;0,0364786719033618;1720
39;4;1;0,600447897595165;0,637263604963748;0,0393391530235178;1793
39;8;1;0,531394180130127;0,540667600000000;0,0503858051060606;1129
40;4;0;0,683199664805432;0,644040159739555;0,0565300309526710;1843
40;4;1;0,618242666353791;0,623842229196643;0,0460340399270116;1668
40;4;2;0,846037828668363;0,629669301842546;0,0385269323542734;1791
40;8;1;0,686618919198477;0,616553590306122;0,0335988250739511;1568
40;8;2;0,939074331021364;0,620639160561915;0,0195001205236894;961
41;4;0;0,650529630771691;0,677436633897380;0,0320587279702948;1832
41;8;0;0,796610393121564;0,635981443489755;0,0459246348366839;1513
41;8;1;0,885878952963061;0,614314500655201;0,0631804677722750;1221
41;8;2;0,728586599068238;0,608706630037547;0,0583557854432409;799
42;8;2;0,665025646146460;0,593803057550535;0,0411574700676233;1682
44;4;0;0,757079953915064;0,626241981504178;0,0441581710668145;1795
44;4;2;0,748907906606183;0,613419458130312;0,0231926506344683;1765
44;8;0;0,563230357854014;0,627953070756302;0,0501638895368508;595
44;8;1;0,855121575123393;0,626181028458498;0,0557834883023037;1265
45;4;0;0,684526068156276;0,630389482525510;0,0283319197053462;1568
45;4;1;0,586857347373392;0,617145918368902;0,0391067812977255;1312
45;4;2;0,638429644775385;0,625917250057405;0,0364156150719995;1742
46;8;1;0,875074960583168;0,637983306823144;0,0240039891127281;1832
46;8;2;0,845129664260475;0,651049085641605;0,0516014194960206;1769
47;4;0;0,519032873405278;0,673877877183320;0,0362257077470193;1271
47;4;1;0,568945251058681;0,686319968596395;0,0406239487691849;1831
47;8;0;0,666770670035361;0,574018387375000;0,0555876537182064;800
48;4;0;0,614421482031804;0,610676218526663;0,0209076924975549;1819
48;4;2;0,834976557713311;0,625183571231364;0,0221892882744038;1811
49;8;0;0,668058452879781;0,588847945917160;0,0527590258112285;1690
51;4;0;0,741499442586399;0,702460180792853;0,0483324873587726;1791
51;4;1;0,731357269573269;0,680781712132753;0,0180059157604993;1838
51;8;1;0,642749743164737;0,592164289403509;0,0389903340459779;1425
51;8;2;0,697560478736949;0,606099632885086;0,0475961582446820;1636
53;4;0;0,837691353697960;0,635707739073569;0,0238650895561132;1835
53;4;2;0,809625195741746;0,635753703926842;0,0304931714498996;1859
53;8;1;0,721257510655330;0,647330720652174;0,0285860916259329;1564
54;8;2;0,526612591296599;0,634053699274958;0,0527198829749089;1793
55;4;1;0,828085374600869;0,616133259004584;0,0408628537259522;1527
55;4;2;0,721239729606540;0,618663578307509;0,0425773979711425;1678
55;8;2;0,652481763449383;0,673463471683673;0,0654019216884057;1568
57;8;0;0,769922825981108;0,597641887835926;0,0561816089291886;707
57;8;1;0,761854842106056;0,649511322572614;0,0698869061479993;1205
57;8;2;0,734566013804662;0,659406279545454;0,0451992875342963;1364
58;4;0;0,796074275302204;0,652347979352004;0,0400561485527961;1821
58;4;1;0,689820861179446;0,624396356641432;0,0466046887548052;1453
60;4;0;0,664451859543213;0,672128700221117;0,0358936826710786;1809
60;4;1;0,722674045502568;0,701803776229961;0,0418394349077914;1809
60;4;2;0,598078633373333;0,689996347778387;0,0285007277974972;1823
60;8;0;0,549560190739184;0,643602457983193;0,0488628861181483;833
60;8;1;0,715346385467767;0,640005949650838;0,0504383494654861;1432
60;8;2;0,700507038190943;0,662685453529412;0,0515183889268325;1700
61;4;1;0,880960526961647;0,616334131786543;0,0467563839955603;1724
61;8;0;0,763544714221083;0,591797622563418;0,0675211524749783;749
61;8;1;0,869126690206099;0,602382978303748;0,0529292531025912;1521
63;4;2;0,835024515247823;0,622171129405163;0,0172757358843789;1782
63;8;2;0,806941451569551;0,624763980263158;0,0524614005281167;1520
66;4;0;0,920856888422425;0,592222727686473;0,0324436760525561;1582
66;4;1;0,744413233789009;0,600821563710334;0,0354932236288055;1229
66;8;1;0,767772852217297;0,552565772580645;0,0373229607660779;868
